Date,BNPIESTV,BNPIEMTV,BNPIRPEE,BNPIRPUE,BNPIRPLE,BNPIRPJE,BNPIRPHE,BNPIRPHE Index,BNPIV1EE,BNPIV1UE,BNPIFU10,BNPIFU30,BNPXSPPE,BNPI1X4E,BNPXCFHE,BNPIVOLA,BNPIFXMG,BPMMMTWU,BNPINMXA,BNPITMXA,BNPXCRME,BNPXCRMU,BNPIPQEE,BNPIPQUE,BNPIPRX3,BNPIDRXA,BPFXSTGU,BNPITIEG,BNPICCUE,BNPICCEE
03/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.6684,73.1155,0,0,0,0,99.0331,0,0,159.0465,0,0,0,0,0,0,0,0,0,0
04/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.0386,73.7257,0,0,0,0,98.4085,0,0,158.8774,0,0,0,0,0,0,103.1024,0,0,0
05/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.5132,72.963,0,0,0,0,98.3086,0,0,158.4803,0,0,0,0,0,0,103.2053,0,0,0
06/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.764,73.5477,0,0,0,0,98.2101,0,0,158.4408,0,0,0,0,0,0,103.3509,0,0,0
07/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.0506,73.9799,0,0,0,0,98.4429,0,0,157.9697,0,0,0,0,0,0,103.3732,0,0,0
10/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.8715,73.6748,0,0,0,0,98.578,0,0,158.2159,0,0,0,0,0,0,103.3669,0,0,0
11/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.2743,72.8867,0,0,0,0,98.3991,0,0,159.0433,0,0,0,0,0,0,103.4138,0,0,0
12/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.143,72.7342,0,0,0,0,98.4738,0,0,159.6362,0,0,0,0,0,0,103.4254,0,0,0
13/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.6207,73.446,0,0,0,0,98.3397,0,0,159.7957,0,0,0,0,0,0,103.4513,0,0,0
14/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.3102,73.0138,0,0,0,0,98.8366,0,0,160.997,0,0,0,0,0,0,103.4813,0,0,0
17/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.3102,73.0138,0,0,0,0,98.9592,0,0,160.997,0,0,0,0,0,0,103.4813,0,0,0
18/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,71.94,72.5817,0,0,0,0,98.9997,0,0,162.1129,0,0,0,0,0,0,103.4676,0,0,0
19/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.1072,72.8359,0,0,0,0,98.9967,0,0,162.3255,0,0,0,0,0,0,103.4584,0,0,0
20/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,71.8922,72.7342,0,0,0,0,99.1549,0,0,162.4893,0,0,0,0,0,0,103.4298,0,0,0
21/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,71.8325,72.9884,0,0,0,0,99.3154,0,0,162.395,0,0,0,0,0,0,103.4204,0,0,0
24/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.2743,73.4969,0,0,0,0,99.3755,0,0,161.85,0,0,0,0,0,0,103.411,0,0,0
25/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.2146,73.7003,0,0,0,0,99.2457,0,0,162.2239,0,0,0,0,0,0,103.4193,0,0,0
26/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.3102,74.2341,0,0,0,0,99.4111,0,0,161.8462,0,0,0,0,0,0,103.4512,0,0,0
27/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.2863,74.7934,0,0,0,0,99.9402,0,0,161.3893,0,0,0,0,0,0,103.4616,0,0,0
28/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.5251,75.5815,0,0,0,0,100.156,0,0,161.3671,0,0,0,0,0,0,103.5231,0,0,0
31/01/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.4415,75.0222,0,0,0,0,99.9945,0,0,161.71,0,0,0,0,0,0,103.4359,0,0,0
01/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.6804,75.5561,0,0,0,0,100.1379,0,0,162.3746,0,0,0,0,0,0,102.9849,0,0,0
02/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.7759,76.0391,0,0,0,0,100.0717,0,0,161.7691,0,0,0,0,0,0,103.0881,0,0,0
03/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.2655,76.8272,0,0,0,0,99.5765,0,0,162.4004,0,0,0,0,0,0,104.392,0,0,0
04/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.967,76.573,0,0,0,0,99.5817,0,0,162.8917,0,0,0,0,0,0,103.7993,0,0,0
07/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.4415,75.9629,0,0,0,0,99.6315,0,0,162.274,0,0,0,0,0,0,103.7392,0,0,0
08/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.6923,76.9035,0,0,0,0,99.3199,0,0,161.7248,0,0,0,0,0,0,104.2999,0,0,0
09/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.2982,76.1408,0,0,0,0,99.2738,0,0,162.3911,0,0,0,0,0,0,104.5137,0,0,0
10/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,71.9997,75.5053,0,0,0,0,99.2678,0,0,162.9592,0,0,0,0,0,0,104.4121,0,0,0
11/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.1549,75.912,0,0,0,0,99.2442,0,0,163.0009,0,0,0,0,0,0,104.3217,0,0,0
14/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.6087,76.573,0,0,0,0,99.5116,0,0,163.5113,0,0,0,0,0,0,104.0058,0,0,0
15/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.4535,76.2679,0,0,0,0,99.413,0,0,163.3369,0,0,0,0,0,0,103.974,0,0,0
16/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.4415,76.2171,0,0,0,0,99.4652,0,0,163.4702,0,0,0,0,0,0,103.9578,0,0,0
17/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.2743,76.5984,0,0,0,0,99.3684,0,0,162.9539,0,0,0,0,0,0,103.9201,0,0,0
18/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.6684,77.1832,0,0,0,0,99.4479,0,0,162.7314,0,0,0,0,0,0,103.894,0,0,0
21/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.6684,77.1832,0,0,0,0,99.5235,0,0,162.7314,0,0,0,0,0,0,103.894,0,0,0
22/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.4566,77.9713,0,0,0,0,98.5753,0,0,163.1284,0,0,0,0,0,0,104.3432,0,0,0
23/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.0386,77.4374,0,0,0,0,98.784,0,0,163.2828,0,0,0,0,0,0,104.0367,0,0,0
24/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.5283,77.6916,0,0,0,0,99.0514,0,0,163.5761,0,0,0,0,0,0,103.8898,0,0,0
25/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.5283,77.2086,0,0,0,0,99.7055,0,0,163.8487,0,0,0,0,0,0,103.4558,0,0,0
28/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.1325,76.775,0,0,0,0,100.1625,0,0,163.6079,0,0,0,0,0,0,103.4218,0,0,0
29/02/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.2165,77.2851,0,0,0,0,100.4036,0,0,163.9024,0,0,0,0,0,0,103.0948,0,0,0
01/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.3484,77.1321,0,0,0,0,100.4044,0,0,165.3419,0,0,0,0,0,0,103.4267,0,0,0
02/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.2764,77.3871,0,0,0,0,100.3217,0,0,165.2481,0,0,0,0,0,0,103.5598,0,0,0
03/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.4323,77.7187,0,0,0,0,100.4663,0,0,164.9968,0,0,0,0,0,0,103.4899,0,0,0
06/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.2524,77.4126,0,0,0,0,100.7484,0,0,165.5098,0,0,0,0,0,0,103.0778,0,0,0
07/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.3724,77.3616,0,0,0,0,100.7681,0,0,167.0315,0,0,0,0,0,0,103.0471,0,0,0
08/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.3724,77.1831,0,0,0,0,100.564,0,0,164.7292,0,0,0,0,0,0,103.0185,0,0,0
09/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.5643,77.2596,0,0,0,0,100.0868,0,0,165.2412,0,0,0,0,0,0,103.5218,0,0,0
10/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.3604,76.9025,0,0,0,0,100.0649,0,0,165.0315,0,0,0,0,0,0,103.4401,0,0,0
13/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.5043,77.0045,0,0,0,0,99.9831,0,0,165.0261,0,0,0,0,0,0,103.6006,0,0,0
14/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.8761,77.5657,0,0,0,0,100.2526,0,0,164.742,0,0,0,0,0,0,103.3981,0,0,0
15/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.008,77.9228,0,0,0,0,100.088,0,0,164.1167,0,0,0,0,0,0,103.5163,0,0,0
16/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.1879,78.1778,0,0,0,0,99.9387,0,0,164.3622,0,0,0,0,0,0,103.6032,0,0,0
17/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.4397,78.5349,0,0,0,0,100.2313,0,0,164.2964,0,0,0,0,0,0,103.2979,0,0,0
20/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.4277,78.637,0,0,0,0,100.3104,0,0,163.3713,0,0,0,0,0,0,103.1493,0,0,0
21/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.5837,78.841,0,0,0,0,99.9755,0,0,163.5243,0,0,0,0,0,0,103.2328,0,0,0
22/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.6316,78.8155,0,0,0,0,100.4477,0,0,163.261,0,0,0,0,0,0,102.8981,0,0,0
23/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.7276,79.2236,0,0,0,0,99.9734,0,0,163.3744,0,0,0,0,0,0,103.2833,0,0,0
24/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.2239,78.3819,0,0,0,0,99.7725,0,0,163.8384,0,0,0,0,0,0,103.4798,0,0,0
27/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.2958,78.4329,0,0,0,0,99.4455,0,0,163.7864,0,0,0,0,0,0,103.5772,0,0,0
28/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.3798,78.4584,0,0,0,0,99.3576,0,0,163.6695,0,0,0,0,0,0,103.7252,0,0,0
29/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.5117,78.4329,0,0,0,0,99.9339,0,0,163.0495,0,0,0,0,0,0,103.368,0,0,0
30/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.0754,79.3256,0,0,0,0,99.8844,0,0,163.0818,0,0,0,0,0,0,103.5423,0,0,0
31/03/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.2792,79.7337,0,0,0,0,99.9688,0,0,163.1994,0,0,0,0,0,0,103.9073,0,0,0
03/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.4232,79.8358,0,0,0,0,99.9514,0,0,162.7387,0,0,0,0,0,0,103.4601,0,0,0
04/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.9988,80.55,0,0,0,0,100.1286,0,0,161.7619,0,0,0,0,0,0,103.2212,0,0,0
05/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.8069,80.3204,0,0,0,0,99.5844,0,0,162.0695,0,0,0,0,0,0,103.7126,0,0,0
06/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.639,80.4224,0,0,0,0,99.9448,0,0,162.0644,0,0,0,0,0,0,103.3982,0,0,0
07/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.8909,81.0856,0,0,0,0,100.0737,0,0,161.3805,0,0,0,0,0,0,103.2974,0,0,0
10/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.1427,81.0856,0,0,0,0,100.048,0,0,160.4836,0,0,0,0,0,0,103.2324,0,0,0
11/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.639,80.2949,0,0,0,0,99.9719,0,0,160.7481,0,0,0,0,0,0,103.2199,0,0,0
12/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.1353,79.7848,0,0,0,0,100.1849,0,0,162.0161,0,0,0,0,0,0,103.069,0,0,0
13/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.4351,80.1929,0,0,0,0,100.2495,0,0,161.9466,0,0,0,0,0,0,102.9603,0,0,0
14/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.627,80.3714,0,0,0,0,100.2392,0,0,161.4562,0,0,0,0,0,0,102.9507,0,0,0
17/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.0993,79.3001,0,0,0,0,100.5489,0,0,161.8642,0,0,0,0,0,0,102.4351,0,0,0
18/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.0394,79.2491,0,0,0,0,100.6916,0,0,161.9709,0,0,0,0,0,0,102.2512,0,0,0
19/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.4471,79.9888,0,0,0,0,100.8602,0,0,162.79,0,0,0,0,0,0,101.8531,0,0,0
20/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.3992,80.0398,0,0,0,0,100.993,0,0,162.8073,0,0,0,0,0,0,101.7557,0,0,0
21/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.3992,80.0398,0,0,0,0,101.0745,0,0,162.8073,0,0,0,0,0,0,101.7557,0,0,0
24/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.3992,79.7082,0,0,0,0,101.0175,0,0,162.9207,0,0,0,0,0,0,101.7557,0,0,0
25/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.8595,79.2236,0,0,0,0,101.7573,0,0,162.484,0,0,0,0,0,0,100.6387,0,0,0
26/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.8715,79.1216,0,0,0,0,101.8277,0,0,162.3775,0,0,0,0,0,0,100.5941,0,0,0
27/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.3198,78.5604,0,0,0,0,102.5076,0,0,162.7894,0,0,0,0,0,0,99.3995,0,0,0
28/04/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.4158,78.8155,0,0,0,0,102.5953,0,0,163.095,0,0,0,0,0,0,99.3568,0,0,0
01/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.2359,78.739,0,0,0,0,102.9096,0,0,163.2894,0,0,0,0,0,0,99.3568,0,0,0
02/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.02,78.2288,0,0,0,0,102.6428,0,0,164.0946,0,0,0,0,0,0,99.2779,0,0,0
03/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.6482,77.3616,0,0,0,0,102.9559,0,0,163.6911,0,0,0,0,0,0,98.6816,0,0,0
04/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.3484,76.5709,0,0,0,0,103.1676,0,0,163.8353,0,0,0,0,0,0,98.2168,0,0,0
05/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.1205,76.3669,0,0,0,0,103.3298,0,0,163.8747,0,0,0,0,0,0,98.091,0,0,0
08/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.9046,75.8057,0,0,0,0,103.415,0,0,164.8273,0,0,0,0,0,0,98.074,0,0,0
09/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.0965,76.2648,0,0,0,0,103.4183,0,0,165.3976,0,0,0,0,0,0,98.7267,0,0,0
10/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.4803,76.775,0,0,0,0,103.2838,0,0,165.3114,0,0,0,0,0,0,99.3166,0,0,0
11/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.6002,76.928,0,0,0,0,103.7284,0,0,166.0903,0,0,0,0,0,0,98.3177,0,0,0
12/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.1205,76.3158,0,0,0,0,103.4153,0,0,166.3201,0,0,0,0,0,0,99.0191,0,0,0
15/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.3364,76.775,0,0,0,0,103.3003,0,0,166.7316,0,0,0,0,0,0,99.9382,0,0,0
16/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.5163,77.1576,0,0,0,0,103.7665,0,0,166.9522,0,0,0,0,0,0,98.6824,0,0,0
17/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.2524,76.6984,0,0,0,0,104.8072,0,0,167.0918,0,0,0,0,0,0,96.8964,0,0,0
18/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,72.8567,75.9588,0,0,0,0,104.9709,0,0,167.6555,0,0,0,0,0,0,96.9901,0,0,0
19/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.1445,76.1373,0,0,0,0,104.7891,0,0,167.2795,0,0,0,0,0,0,97.078,0,0,0
22/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.6002,76.6984,0,0,0,0,104.3828,0,0,166.4445,0,0,0,0,0,0,97.9486,0,0,0
23/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.5163,76.6729,0,0,0,0,104.3235,0,0,166.5675,0,0,0,0,0,0,98.1313,0,0,0
24/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.4443,76.4689,0,0,0,0,104.7857,0,0,167.691,0,0,0,0,0,0,97.385,0,0,0
25/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.9001,77.3871,0,0,0,0,104.6303,0,0,168.2316,0,0,0,0,0,0,97.7976,0,0,0
26/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.2479,77.7697,0,0,0,0,103.9862,0,0,167.7307,0,0,0,0,0,0,99.5734,0,0,0
29/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.2479,77.7697,0,0,0,0,103.412,0,0,167.7307,0,0,0,0,0,0,99.5734,0,0,0
30/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,73.9956,77.3357,0,0,0,0,103.4788,0,0,167.7717,0,0,0,0,0,0,100.4089,0,0,0
31/05/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.416,78.1272,0,0,0,0,103.7704,0,0,166.9405,0,0,0,0,0,0,99.937,0,0,0
01/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.8245,78.7655,0,0,0,0,103.4918,0,0,167.6575,0,0,0,0,0,0,100.4132,0,0,0
02/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.0528,78.9442,0,0,0,0,102.4797,0,0,167.3535,0,0,0,0,0,0,102.0389,0,0,0
05/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.233,79.225,0,0,0,0,102.333,0,0,167.0914,0,0,0,0,0,0,102.2758,0,0,0
06/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.1489,79.1995,0,0,0,0,101.3567,0,0,166.8682,0,0,0,0,0,0,103.1048,0,0,0
07/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.185,79.4548,0,0,0,0,101.4768,0,0,166.7379,0,0,0,0,0,0,102.9634,0,0,0
08/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.245,79.5825,0,0,0,0,101.8037,0,0,166.9018,0,0,0,0,0,0,102.5617,0,0,0
09/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.1729,79.5059,0,0,0,0,102.0096,0,0,167.1019,0,0,0,0,0,0,102.5478,0,0,0
12/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.3652,79.6591,0,0,0,0,101.6499,0,0,167.9182,0,0,0,0,0,0,102.5731,0,0,0
13/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.209,79.0208,0,0,0,0,101.1164,0,0,168.3486,0,0,0,0,0,0,102.6505,0,0,0
14/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.5814,79.4804,0,0,0,0,100.9149,0,0,168.0723,0,0,0,0,0,0,102.7897,0,0,0
15/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.5574,79.3527,0,0,0,0,101.3722,0,0,168.1516,0,0,0,0,0,0,102.8956,0,0,0
16/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.8698,79.8378,0,0,0,0,100.7428,0,0,167.4201,0,0,0,0,0,0,102.8286,0,0,0
19/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.7376,79.6335,0,0,0,0,100.9317,0,0,166.9495,0,0,0,0,0,0,102.8875,0,0,0
20/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.6415,79.5059,0,0,0,0,101.069,0,0,167.5863,0,0,0,0,0,0,102.9005,0,0,0
21/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.221,78.9442,0,0,0,0,101.4994,0,0,168.1576,0,0,0,0,0,0,102.9957,0,0,0
22/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.1609,78.8676,0,0,0,0,101.7409,0,0,169.027,0,0,0,0,0,0,103.1443,0,0,0
23/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,74.8846,78.3825,0,0,0,0,102.0986,0,0,169.1495,0,0,0,0,0,0,103.2151,0,0,0
26/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.3411,78.8165,0,0,0,0,102.1728,0,0,168.7948,0,0,0,0,0,0,103.2098,0,0,0
27/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.3411,79.0718,0,0,0,0,101.868,0,0,169.2135,0,0,0,0,0,0,103.2089,0,0,0
28/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.257,78.8165,0,0,0,0,101.8048,0,0,168.5889,0,0,0,0,0,0,103.2081,0,0,0
29/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.6415,79.6591,0,0,0,0,101.3973,0,0,169.2491,0,0,0,0,0,0,103.2072,0,0,0
30/06/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.7256,79.5314,0,0,0,0,101.258,0,0,169.0899,0,0,0,0,0,0,103.2064,0,0,0
03/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.0019,79.8123,0,0,0,0,101.5658,0,0,169.0899,0,0,0,0,0,0,103.2038,0,0,0
04/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.0019,79.8123,0,0,0,0,101.7749,0,0,169.0899,0,0,0,0,0,0,103.2038,0,0,0
05/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.074,79.8378,0,0,0,0,101.8276,0,0,167.8753,0,0,0,0,0,0,103.2021,0,0,0
06/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.7737,79.4038,0,0,0,0,101.8149,0,0,167.4505,0,0,0,0,0,0,103.2013,0,0,0
07/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.0139,79.7612,0,0,0,0,101.9964,0,0,167.8018,0,0,0,0,0,0,103.2004,0,0,0
10/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.8938,79.7101,0,0,0,0,101.8399,0,0,167.6826,0,0,0,0,0,0,103.1979,0,0,0
11/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.7977,79.7101,0,0,0,0,101.8931,0,0,167.8821,0,0,0,0,0,0,103.1992,0,0,0
12/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.6415,79.6846,0,0,0,0,101.9996,0,0,167.9334,0,0,0,0,0,0,103.2061,0,0,0
13/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.038,80.425,0,0,0,0,102.5008,0,0,168.6104,0,0,0,0,0,0,103.1532,0,0,0
14/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.4853,79.6846,0,0,0,0,102.436,0,0,168.4602,0,0,0,0,0,0,103.1905,0,0,0
17/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.221,79.174,0,0,0,0,102.6215,0,0,167.7804,0,0,0,0,0,0,103.1138,0,0,0
18/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.245,79.1995,0,0,0,0,102.7038,0,0,168.3816,0,0,0,0,0,0,103.0786,0,0,0
19/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.245,79.174,0,0,0,0,103.0862,0,0,168.1122,0,0,0,0,0,0,102.9939,0,0,0
20/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.026,80.4506,0,0,0,0,102.8465,0,0,167.6565,0,0,0,0,0,0,103.0719,0,0,0
21/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.098,80.6293,0,0,0,0,102.3497,0,0,166.8647,0,0,0,0,0,0,103.1319,0,0,0
24/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.8698,80.425,0,0,0,0,102.2624,0,0,166.1408,0,0,0,0,0,0,103.1508,0,0,0
25/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.9419,80.5016,0,0,0,0,102.0325,0,0,166.0848,0,0,0,0,0,0,103.2432,0,0,0
26/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,75.9539,80.425,0,0,0,0,101.9186,0,0,166.3016,0,0,0,0,0,0,103.2278,0,0,0
27/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.1341,80.8335,0,0,0,0,102.2776,0,0,166.6408,0,0,0,0,0,0,103.068,0,0,0
28/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.0139,80.6548,0,0,0,0,102.8127,0,0,166.7706,0,0,0,0,0,0,102.9251,0,0,0
31/07/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.038,80.5527,0,0,0,0,103.2328,0,0,166.4229,0,0,0,0,0,0,102.7566,0,0,0
01/08/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.2662,80.8591,0,0,0,0,103.1626,0,0,166.9798,0,0,0,0,0,0,102.7711,0,0,0
02/08/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.3984,80.9101,0,0,0,0,103.4863,0,0,167.496,0,0,0,0,0,0,102.479,0,0,0
03/08/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.5065,81.191,0,0,0,0,103.5572,0,0,167.8122,0,0,0,0,0,0,102.2466,0,0,0
04/08/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.7348,81.4463,0,0,0,0,103.2789,0,0,168.5751,0,0,0,0,0,0,102.6372,0,0,0
07/08/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.4945,81.1399,0,0,0,0,103.3707,0,0,168.0095,0,0,0,0,0,0,102.7187,0,0,0
08/08/2000,0,0,0,0,0,0,0,#N/A N/A,0,0,76.7108,81.4208,0,0,0,0,103.5583,0,0,168.3883,0,0,0,0,0,0,102.5455,0,0,0
