Date,low_beta_new,momentum_new,quality_new,Equity Momentum,Equity Low Beta,Equity Quality,Commodity Carry,Commodity Curve,Credit Curve,Credit Carry,FX Carry,FX Value,Interest Rate Spread,Interest Rate Curve,Equity Trend,FX Trend,Commodity Trend,Interest Rate Trend,Commodity Volatility Carry,Interest Rate Volatility Carry,Equity Volatility Carry,COT,Merger Arb
03/01/2014,92.74,90.94,81.86,100.31,92.57,104.61,326.9258,223.9851,102.6373,100.9841,264.7846,129.4909,106.5423,131.0158,104.9207,233.7113,216.005,198.8882,312.3166,145.0665,102.77,128.9593,1086.430976
06/01/2014,92.64,90.95,81.53,100.34,92.51,104.4,326.062,224.0738,102.5966,101.1381,264.6618,129.2671,106.589,130.9457,104.6809,234.0629,215.2738,199.0828,313.3547,145.1115,103.16,128.9288,1087.54739
07/01/2014,92.57,91.12,81.55,100.57,92.41,104.51,327.9608,223.9232,102.4657,101.2579,265.4677,129.4811,106.583,130.9694,105.0458,233.4769,216.5028,199.0478,314.5822,145.1946,103.2,128.8411,1086.834351
08/01/2014,92.38,91.67,81.02,100.94,92.45,104.49,327.7946,223.9434,102.4648,101.1487,265.9495,129.1215,106.5284,130.6391,105.1798,234.2022,216.5626,198.5391,314.4625,145.1455,103.29,128.773,1086.759636
09/01/2014,92.63,91.96,80.72,101.18,92.57,104.38,327.6662,223.8908,102.4399,101.2009,265.6856,129.0216,106.5278,130.5852,104.9347,234.7692,216.1681,198.6469,314.3136,145.5269,103.42,128.8294,1086.864435
10/01/2014,92.65,91.79,80.77,101.13,92.52,104.64,327.0256,223.8739,102.4574,101.1846,264.9178,129.4016,106.6236,130.7968,105.2745,234.3901,215.3866,199.2562,314.7761,144.896,103.64,128.7822,1086.763217
13/01/2014,92.52,91.27,80.44,100.95,92.42,104.38,328.5984,223.827,102.4504,101.2756,266.0476,129.4401,106.6641,130.8153,105.166,233.3003,215.6594,199.5334,314.7944,144.5747,103.41,128.6783,1086.694211
14/01/2014,92.24,91.27,80.5,101.04,92.4,104.56,329.138,223.6845,102.4944,101.2156,264.9055,129.5372,106.6212,130.6193,105.1802,234.4572,216.323,199.171,315.2068,144.8746,103.39,128.551,1086.961912
15/01/2014,91.85,90.91,80.44,100.81,92.15,104.34,330.7606,223.3888,102.4277,101.3478,266.4328,129.6018,106.6041,130.5058,105.9137,234.2496,217.9556,198.9374,315.4545,144.9376,103.1,128.5538,1087.175149
16/01/2014,91.95,90.23,80.43,100.67,92.23,104.25,330.1047,223.1885,102.3643,101.3691,265.9971,129.4791,106.6354,130.4982,105.8847,235.0576,217.5248,199.216,316.2066,145.2041,103.2,128.5765,1086.802801
17/01/2014,92.03,90.09,80.4,100.62,92.24,104.23,330.7447,223.3268,102.3328,101.4594,266.3338,129.8556,106.6084,130.5208,106.0657,234.9452,217.5849,199.4126,316.963,145.2551,103.49,128.6195,1087.022544
20/01/2014,92.11,90.08,80.45,100.61,92.26,104.3,330.7447,223.3268,102.3409,101.4878,265.8837,129.8796,106.6013,130.4997,106.0421,235.4707,217.5849,199.4073,316.963,145.2551,103.49,128.6195,1087.022544
21/01/2014,92.24,90.34,80.69,100.81,92.28,104.51,331.0015,223.216,102.3333,101.5328,265.4996,129.8927,106.6114,130.4275,106.0224,235.5366,218.6242,199.471,316.7175,145.3945,103.75,128.674,1086.8139
22/01/2014,92.32,90.72,80.43,101.03,92.34,104.44,333.003,222.6751,102.376,101.6092,264.6084,129.7632,106.5253,130.2884,106.0398,236.366,220.3609,199.2684,315.8402,145.3203,103.82,128.5483,1086.793317
23/01/2014,92.12,90.25,80.54,100.68,92.37,104.31,333.3658,222.5328,102.4483,101.6564,262.0705,129.5933,106.5785,130.3591,105.6337,237.666,219.9344,199.5305,315.5533,144.7023,103.7,128.4969,1086.494392
24/01/2014,92.3,89.67,80.54,100.29,92.46,104.27,335.1612,221.2656,102.5667,101.6752,260.6735,129.6401,106.6154,130.3045,104.1993,237.4068,221.8096,199.5295,311.6809,144.4988,102.1,128.2379,1085.938793
27/01/2014,92.25,89.53,80.36,100.15,92.42,104.28,333.7623,221.921,102.5816,101.7356,260.0734,129.6454,106.6084,130.3402,103.7552,236.934,221.1858,199.4193,312.5502,144.5543,102.45,128.333,1085.993874
28/01/2014,92.03,89.95,80.28,100.46,92.4,104.07,334.9245,221.5392,102.577,101.7238,260.6235,129.8725,106.6131,130.4912,104.0155,236.5109,222.0251,199.5687,312.0216,144.7393,102.6,128.12,1085.990724
29/01/2014,91.88,89.64,80.58,100.32,92.38,104.29,337.9978,220.1657,102.5839,101.6785,261.7935,129.8918,106.6607,130.5187,103.7464,236.3332,224.5528,199.6739,311.0217,144.4838,102.2,127.7413,1085.762982
30/01/2014,91.66,90.23,80.35,100.66,92.47,104.48,335.4172,220.9857,102.6074,101.6163,262.4714,130.607,106.6703,130.499,103.8022,235.1947,223.0211,199.9277,311.0275,144.7413,102.22,128.1208,1086.34725
31/01/2014,91.74,90.26,80.37,100.85,92.54,104.79,333.1308,221.4595,102.6059,101.3655,263.8233,130.6507,106.696,130.5386,103.6358,234.3187,221.8009,200.1989,311.1612,144.4572,101.8,128.2317,1086.468605
03/02/2014,91.82,89.7,80.37,100.64,92.54,105.06,330.9337,222.2971,102.5871,101.3316,263.3732,130.405,106.7046,130.4174,102.7183,233.1957,219.0184,200.2892,311.6717,143.6148,100.95,128.3939,1084.379222
04/02/2014,91.36,89.63,80.4,100.62,92.32,104.83,331.5916,222.2196,102.6166,101.4074,263.6703,130.3444,106.7143,130.5961,102.552,232.7501,218.8718,200.316,309.4278,143.837,101.53,128.275,1084.502306
05/02/2014,91.61,89.82,80.25,100.68,92.29,104.78,328.0621,222.944,102.5961,101.3295,264.2532,129.9668,106.7297,130.6932,102.6726,232.9663,216.8815,200.2927,310.908,144.2194,101.46,128.4667,1084.835424
06/02/2014,91.19,90.08,80.24,100.75,92.25,104.74,329.2917,223.3016,102.5771,101.5824,264.0928,130.0388,106.7241,130.637,103.4018,232.5315,217.6603,199.9493,312.3582,144.2531,101.63,128.7163,1085.236696
07/02/2014,91.09,90.26,80.28,100.94,92.34,104.94,329.6583,223.8462,102.5605,101.7516,264.6182,129.9479,106.7613,130.8967,103.9304,232.3547,218.0215,200.4121,312.3607,145.0642,101.95,128.8458,1084.933508
10/02/2014,91.28,90.02,80.53,100.82,92.4,105.1,329.4646,223.9316,102.5591,101.9094,263.6863,130.134,106.7597,130.8163,104.0997,233.037,216.7469,200.2682,313.1581,145.4037,102.36,128.8954,1085.635777
11/02/2014,91.23,90.39,80.55,100.94,92.38,105.02,330.6899,223.9758,102.576,101.9506,263.0774,130.2374,106.7492,130.7485,104.4639,232.7468,217.3172,200.2408,312.7428,145.6425,102.23,128.8816,1086.032313
12/02/2014,91.21,90.43,80.62,100.96,92.36,105.09,329.1137,224.2416,102.5293,102.0016,264.5387,130.4973,106.6416,130.809,104.6454,232.3847,216.4286,199.9428,313.465,145.5809,102.24,128.8258,1086.478379
13/02/2014,91.28,90.3,80.64,101.04,92.48,105.15,330.3935,224.1226,102.5543,101.9338,263.4459,130.3424,106.6677,130.8906,104.8312,232.8964,217.217,200.2905,312.3425,146.0102,102.3,128.7875,1086.644893
14/02/2014,91.51,90.08,80.62,100.95,92.52,105.16,329.7439,224.0789,102.5571,102.0055,264.0546,130.86,106.6457,130.794,104.9869,231.8508,215.9059,200.1598,312.0257,146.265,102.49,128.9077,1086.551962
17/02/2014,91.49,89.98,80.64,100.88,92.53,105.09,329.7439,224.0789,102.5601,101.9741,265.0161,130.9537,106.6547,130.8097,105.0168,231.111,215.9059,200.1519,312.0257,146.265,102.49,128.9077,1086.551962
18/02/2014,91.46,90.3,80.42,101.16,92.53,105.14,328.5005,224.8687,102.5838,101.9768,263.6696,130.8227,106.6918,130.9563,105.1069,231.1536,215.6098,200.2558,312.5006,146.0317,102.58,128.7813,1086.039975
19/02/2014,91.67,90.16,80.58,100.97,92.64,105.21,326.735,225.7488,102.6088,102.0058,263.4024,130.7182,106.7182,130.8525,105.1345,231.8357,215.0708,200.3111,311.273,146.2226,102.38,128.5387,1086.188605
20/02/2014,91.58,90.49,80.69,101.08,92.7,105.28,326.7142,225.6635,102.6468,101.9731,264.4324,130.4459,106.6691,130.7763,105.2504,232.2398,215.3351,200.0921,313.0165,146.3324,102.54,128.5251,1086.627798
21/02/2014,91.54,90.71,80.78,101.29,92.71,105.45,326.0434,225.3165,102.6764,101.9995,264.8836,130.6538,106.6793,130.683,105.3785,232.3349,215.9777,200.1522,312.651,146.703,102.86,128.459,1086.253848
24/02/2014,91.39,90.87,80.85,101.36,92.65,105.44,323.5165,225.5755,102.6983,102.1202,265.5458,130.8869,106.6775,130.6426,105.7431,230.7481,214.0918,200.0817,311.4272,146.8696,102.96,128.6375,1089.072396
25/02/2014,91.75,91.03,81.08,101.39,92.76,105.54,324.3298,225.677,102.6871,102.2732,264.82,131.0658,106.6823,130.546,105.76,231.251,213.9608,200.1019,311.8512,146.8076,103.05,128.4589,1088.839441
26/02/2014,91.78,91.02,81.02,101.41,92.79,105.49,323.2209,225.3042,102.7056,102.306,265.1398,131.0459,106.6977,130.5664,105.6511,232.0217,215.281,200.2843,311.9903,146.6347,103.12,128.3688,1089.427859
27/02/2014,91.84,91.01,81.02,101.3,92.8,105.43,320.485,225.1109,102.7142,102.4401,264.9596,130.9113,106.6972,130.4067,105.4742,232.6205,215.9859,200.3529,312.0588,146.6013,103.11,128.3539,1090.065199
28/02/2014,92,91.15,81.24,101.46,92.97,105.46,321.8118,225.325,102.7413,102.4968,263.2855,131.0446,106.6807,130.1807,105.4737,233.2768,216.6309,199.9668,311.9968,146.753,103.12,128.357,1090.572713
